occupation	latitude	longitude	zipcode
C&W_Transmission	D	40.880694	-73.827236	10475

Dunkin'	B	40.974611	-73.83286	10710

Miah_Nazma_DDS	A	40.863286	-73.821068	10475

Mount_Vernon_Battery_Company	D	40.907606	-73.836193	10550

ShopRite	C	40.933069	-73.900767	10701

Lighthouse_Home_Improvement	B	41.000974	-73.663844	10573

Coyne_Park_And_Playground	B	40.907358	-73.873487	10704

Eastchester_Barber_Shop	B	40.86253	-73.843206	10469

Neshiwat	A	40.914981	-73.85917	10704

Kacey_ann_Thompson_DDS	A	40.911019	-73.840274	10550

Foot_Locker	C	40.887626	-73.860893	10466

City_Smiles_Dental	A	40.870222	-73.828385	10475

Rite_Aid	A	40.889078	-73.843009	10466

S_&_J_Service	C	40.95222	-73.874783	10701

Dynamo_Furniture_Discounters_Inc	C	40.907037	-73.835515	10550

